column,primary_label,secondary_labels,confidence,all_confidences,description,unit,tags
total_health_spending_per_person_us,physical health,"['social wellbeing', 'economy']",0.24752584099769592,"[0.24752584099769592, 0.18175695836544037, 0.16428108513355255]",total health spending per person us,count,"['total', 'health', 'spending', 'per', 'person', 'us']"
total_health_spending_percent_of_gdp,economy,"['physical health', 'social wellbeing']",0.9014113545417786,"[0.9014113545417786, 0.030633868649601936, 0.02613885886967182]",total health spending % of gdp,percent,"['total', 'health', 'spending', 'percent', 'of', 'gdp']"
total_number_of_dollar_billionaires,economy,"['social wellbeing', 'demographics']",0.37089604139328003,"[0.37089604139328003, 0.17632053792476654, 0.1272730827331543]",total number of dollar billionaires,count,"['total', 'number', 'of', 'dollar', 'billionaires']"
total_population_with_projections,demographics,"['social wellbeing', 'economy']",0.8500550389289856,"[0.8500550389289856, 0.03904539719223976, 0.025573015213012695]",total population with projections,count,"['total', 'population', 'with', 'projections']"
total_reserves_percent_of_debt_to_foreigners,safety,"['economy', 'environment']",0.3006958067417145,"[0.3006958067417145, 0.2908230125904083, 0.12492845207452774]",total reserves % of debt to foreigners,percent,"['total', 'reserves', 'percent', 'of', 'debt', 'to', 'foreigners']"
total_sulfur_emission_kilotonnes,environment,"['economy', 'demographics']",0.6683459877967834,"[0.6683459877967834, 0.1038736030459404, 0.058112312108278275]",total sulfur emission kilotonnes,count,"['total', 'sulfur', 'emission', 'kilotonnes']"
total_water_withdrawal_billion_cu_meters,environment,"['safety', 'economy']",0.3751923441886902,"[0.3751923441886902, 0.20322029292583466, 0.18736253678798676]",total water withdrawal billion cu meters,count,"['total', 'water', 'withdrawal', 'billion', 'cu', 'meters']"
trade_balance_percent_of_gdp,economy,"['safety', 'environment']",0.8284083008766174,"[0.8284083008766174, 0.04077165573835373, 0.029878249391913414]",trade balance % of gdp,percent,"['trade', 'balance', 'percent', 'of', 'gdp']"
trade_balance_us_not_inflation_adjusted,economy,"['safety', 'social wellbeing']",0.47772908210754395,"[0.47772908210754395, 0.33737531304359436, 0.05734490603208542]",trade balance us not inflation adjusted,count,"['trade', 'balance', 'us', 'not', 'inflation', 'adjusted']"
traffic_deaths_men_per_100000_people,demographics,"['safety', 'environment']",0.4186563789844513,"[0.4186563789844513, 0.2997145652770996, 0.07981047034263611]",traffic deaths men per 100000 people,count,"['traffic', 'deaths', 'men', 'per', '100000', 'people']"
traffic_deaths_per_100000_people,safety,"['demographics', 'environment']",0.48470914363861084,"[0.48470914363861084, 0.23654921352863312, 0.07330340147018433]",traffic deaths per 100000 people,count,"['traffic', 'deaths', 'per', '100000', 'people']"
traffic_deaths_women_per_100000_people,demographics,"['safety', 'environment']",0.6718078851699829,"[0.6718078851699829, 0.1524759829044342, 0.04764667898416519]",traffic deaths women per 100000 people,count,"['traffic', 'deaths', 'women', 'per', '100000', 'people']"
traffic_total_deaths,safety,"['demographics', 'economy']",0.3800199329853058,"[0.3800199329853058, 0.16191327571868896, 0.12667563557624817]",traffic total deaths,count,"['traffic', 'total', 'deaths']"
tsunami_affected_annual_number,environment,"['safety', 'demographics']",0.4291417598724365,"[0.4291417598724365, 0.15038499236106873, 0.10885689407587051]",tsunami affected annual number,count,"['tsunami', 'affected', 'annual', 'number']"
tsunami_deaths_annual_number,environment,"['demographics', 'safety']",0.2911144196987152,"[0.2911144196987152, 0.19353720545768738, 0.17215828597545624]",tsunami deaths annual number,count,"['tsunami', 'deaths', 'annual', 'number']"
under_five_mortality_from_cme_per_1000_born,demographics,"['safety', 'economy']",0.41994813084602356,"[0.41994813084602356, 0.19023726880550385, 0.12073767185211182]",under five mortality from cme per 1000 born,count,"['under', 'five', 'mortality', 'from', 'cme', 'per', '1000', 'born']"
under_five_mortality_from_ihme_per_1000_born,demographics,"['safety', 'physical health']",0.3602459728717804,"[0.3602459728717804, 0.27079275250434875, 0.09478840231895447]",under five mortality from ihme per 1000 born,count,"['under', 'five', 'mortality', 'from', 'ihme', 'per', '1000', 'born']"
underweight_children,demographics,"['physical health', 'safety']",0.4703746736049652,"[0.4703746736049652, 0.24666401743888855, 0.10584168881177902]",underweight children,count,"['underweight', 'children']"
urban_population,demographics,"['social wellbeing', 'economy']",0.6611839532852173,"[0.6611839532852173, 0.11189506202936172, 0.06545843183994293]",urban population,count,"['urban', 'population']"
urban_population_growth_annual_percent,demographics,"['economy', 'environment']",0.9029491543769836,"[0.9029491543769836, 0.02295691706240177, 0.020182034000754356]",urban population growth annual %,percent,"['urban', 'population', 'growth', 'annual', 'percent']"
urban_population_percent_of_total,demographics,"['social wellbeing', 'physical health']",0.6817537546157837,"[0.6817537546157837, 0.13335466384887695, 0.05058060586452484]",urban population % of total,percent,"['urban', 'population', 'percent', 'of', 'total']"
urban_poverty_percent_urban_people_below_national_urban,demographics,"['environment', 'economy']",0.6727545261383057,"[0.6727545261383057, 0.08835525065660477, 0.0813625231385231]",urban poverty % urban people below national urban,percent,"['urban', 'poverty', 'percent', 'urban', 'people', 'below', 'national', 'urban']"
water_and_sanitation_aid_given_percent_of_aid,environment,"['social wellbeing', 'safety']",0.363018661737442,"[0.363018661737442, 0.2591036260128021, 0.19856087863445282]",water and sanitation aid given % of aid,percent,"['water', 'and', 'sanitation', 'aid', 'given', 'percent', 'of', 'aid']"
water_withdrawal_cu_meters_per_person,environment,"['safety', 'economy']",0.24964763224124908,"[0.24964763224124908, 0.24848563969135284, 0.21927468478679657]",water withdrawal cu meters per person,count,"['water', 'withdrawal', 'cu', 'meters', 'per', 'person']"
wood_removal_cubic_meters,environment,"['economy', 'social wellbeing']",0.36448734998703003,"[0.36448734998703003, 0.2383878231048584, 0.09685102105140686]",wood removal cubic meters,count,"['wood', 'removal', 'cubic', 'meters']"
working_hours_per_week,economy,"['environment', 'physical health']",0.3502315580844879,"[0.3502315580844879, 0.18677864968776703, 0.1136656403541565]",working hours per week,count,"['working', 'hours', 'per', 'week']"
